Calendar Date,Market ,Target,Tesla,Alphabet,Rsik-Free Rate:  Monthly units
6/30/10,-0.050802044570446,-0.0982945167797543,-0.00251151109250736,-0.0837674772975311,0.000833333333333333
7/30/10,0.070383958518505,0.0437258490949766,-0.163239613932018,0.0896729969659513,0.000833333333333333
8/31/10,-0.042886517941952,0.00167962329627769,-0.0230692076228686,-0.0718366505104672,0.000833333333333333
9/30/10,0.091668404638767,0.0445660672400312,0.0474845995893225,0.168370294653571,0.000833333333333333
10/29/10,0.038606189191341,-0.0280688622754491,0.0703259005145798,0.167196028832804,0.000833333333333333
11/30/10,0.005121486261487,0.101192397335071,0.617673992673993,-0.0944924230079843,0.000833333333333333
12/31/10,0.067213386297226,0.0560238847910082,-0.246249646193037,0.0688488600169153,0.000833333333333333
1/31/11,0.019190184772015,-0.0881423582238483,-0.0950056327450244,0.0107581190969241,0.000833333333333333
2/28/11,0.038168344646692,-0.0371153473576167,-0.00871369294605806,0.0217203011526417,0.000833333333333333
3/31/11,0.0033425444271416,-0.0483349191246432,0.161573880284638,-0.043430061949788,0.000833333333333333
4/29/11,0.028601910918951,-0.0181963607278545,-0.00540540540540546,-0.0727043424909674,0
5/31/11,-0.014957475475967,0.0137673595517891,0.0920289855072465,-0.0277154934754641,0
6/30/11,-0.018452944234014,-0.0528972339995962,-0.0335102853351028,-0.0427961135684851,0
7/29/11,-0.022550243884325,0.0976337667874654,-0.0329557157569516,0.192167937122319,0
8/31/11,-0.057596612721682,0.00959363175073702,-0.121760738374157,-0.103910947671818,0.000833333333333333
9/30/11,-0.085029967129231,-0.0508999419392298,-0.0141471301535974,-0.0479148181011535,0
10/31/11,0.11421453207731,0.116435562805873,0.204182041820418,0.150667909288599,0
11/30/11,-0.0062733655795455,-0.0319582666614631,0.114742934967654,0.0113897138228942,0
12/30/11,0.0036706109531224,-0.0280834914611006,-0.127672571777642,0.0775955554814061,0
1/31/12,0.054139517247677,-0.00800468566966028,0.0178571428571428,-0.101857872735718,0
2/29/12,0.041252534836531,0.122117870783603,0.149294805641555,0.0657461515919395,0
3/30/12,0.024039370939136,0.0278708766978304,0.11463633642622,0.0371856045289123,0
4/30/12,-0.0068402290344238,-0.0056632915737086,-0.110365198711063,-0.0567494229929512,0
5/31/12,-0.065641053020954,0.00494188553294084,-0.109568367038938,-0.0396627262957758,0.000833333333333333
6/29/12,0.038180820643902,0.00483508893109996,0.060677966101695,-0.00136005233619119,0
7/31/12,0.010305685922503,0.0422753050352294,-0.123681687440077,0.0911958901511887,0
8/31/12,0.026336392387748,0.0628046058384986,0.0401167031363967,0.0823419751331027,0.000833333333333333
9/28/12,0.02653238363564,-0.00967389608363245,0.026647966339411,0.101315155672977,0.000833333333333333
10/31/12,-0.014064255170524,0.00441153300772013,-0.0392281420765027,-0.0983464546056991,0.000833333333333333
11/30/12,0.0062193972989917,-0.00406767677710662,0.202215318114278,0.0265654325401119,0.000833333333333333
12/31/12,0.012579587288201,-0.0627277047362585,0.00147841513897107,0.0129014705671779,0.000833333333333333
1/31/13,0.054189093410969,0.0209565658272772,0.107469737230588,0.0682942689926207,0
2/28/13,0.0082843378186226,0.0482915440004565,-0.0714476139696081,0.0602231073588375,0
3/28/13,0.035319969058037,0.0871982210927573,0.0878552971576227,-0.00875187219171247,0
4/30/13,0.014942047186196,0.0308254200146092,0.424914225389285,0.0382554256674743,0
5/31/13,0.019154811277986,-0.00991622647522916,0.810705686238192,0.0565725165844015,0
6/28/13,-0.01507127750665,-0.00920863309352515,0.0981996726677579,0.0105048334630369,0
7/31/13,0.052689716219902,0.0347081033981993,0.250745156482861,0.00838283903358805,0
8/30/13,-0.025760674849153,-0.105839513790338,0.258564194221031,-0.0460152069839482,0
9/30/13,0.037513945251703,0.0105828463117992,0.144201183431953,0.0342543393552959,0
10/31/13,0.039907839149237,0.0126602063144732,-0.172881005326576,0.176582068934023,0
11/29/13,0.024972800165415,-0.00688851671157065,-0.204201575590847,0.0281491975392498,0
12/31/13,0.026159347966313,-0.0103237916471141,0.181874607165305,0.0576826885870949,0
1/31/14,-0.030046850442886,-0.104788999525842,0.205950980196637,0.0537694854154955,0
2/28/14,0.046225391328335,0.112636014983946,0.349484592911085,0.0293656909150952,0
3/31/14,0.0045441673137248,-0.0324592260952991,-0.148523344634615,-0.0831982889812035,0
4/30/14,0.0015690827276558,0.0204924805817219,-0.00268649556248501,-0.0416399386277377,0
5/30/14,0.020260293036699,-0.0740289339287091,-0.000577228341911651,0.0687443912653305,0
6/30/14,0.027990503236651,0.0209654686398872,0.155412234682582,0.022776174232485,0
7/31/14,-0.020566511899233,0.0283002588438308,-0.0698158793634924,-0.00875707664152425,0
8/29/14,0.040224995464087,0.0170078800640128,0.207792207792208,0.00484858942282806,0
9/30/14,-0.025208728387952,0.0434493091393375,-0.10018539117538,0.0103887629644894,0
10/31/14,0.021173860877752,-0.0137204850031908,-0.00403823965716166,-0.0349076324331673,0
11/28/14,0.021114056929946,0.206295958391669,0.0116673562267273,-0.0330885590011798,0
12/31/14,-0.0036622164770961,0.0258108108108108,-0.0904220513659414,-0.0335470241130619,0
1/30/15,-0.027206540107727,-0.0302990383348702,-0.0845735353626186,0.0129838314551691,0
2/27/15,0.055974431335926,0.0508742050871993,-0.00127701375245581,0.0466561250116269,0
3/31/15,-0.010409721173346,0.0682025250553169,-0.0716533884134947,-0.0140945203775128,0
4/30/15,0.0087762484326959,-0.0394784939685634,0.197489007787254,-0.0106904633135028,0
5/29/15,0.010290366597474,0.012893195448985,0.10948905109489,-0.00628678681414796,0
6/30/15,-0.019237859174609,0.0291225416036309,0.0696172248803828,-0.00968238832245283,0
7/31/15,0.012110416777432,0.00269508759034665,-0.007865503615895,0.217502407229094,0
8/31/15,-0.059982378035784,-0.0438485621422681,-0.0642119105767425,-0.0147224334600761,0
9/30/15,-0.033792871981859,0.0122249388753057,-0.00264996386412908,-0.0145873853848291,0
10/30/15,0.074005663394928,-0.0188151538265955,-0.16694847020934,0.155113805473315,0
11/30/15,0.0024102833122015,-0.0533626400310862,0.112743439810564,0.0345271837155372,0
12/31/15,-0.022227408364415,0.00151724137931031,0.042343437852862,0.0198728452513601,0.000833333333333333
1/29/16,-0.057147562503815,-0.00261671946012942,-0.203366526394734,-0.0214136065089138,0.000833333333333333
2/29/16,0.00061252753948793,0.0919366004715167,0.00381799163179908,-0.0579628291850003,0.00166666666666667
3/31/16,0.070554107427597,0.0488209050350541,0.197155212838014,0.0636903600011154,0.00166666666666667
4/29/16,0.011724948883057,-0.0337870685464269,0.047830439134787,-0.0721195438458514,0.000833333333333333
5/31/16,0.01435387507081,-0.128349159866105,-0.0728110981890679,0.057877041306436,0.000833333333333333
6/30/16,0.0029293582774699,0.0151206746147137,-0.0490525467007122,-0.0605194631768712,0.00166666666666667
7/29/16,0.038848895579577,0.078917215697508,0.106039193517995,0.124813440791437,0.00166666666666667
8/31/16,0.0028064374346286,-0.0608312787783358,-0.0970228715021935,-0.00188288219981303,0.00166666666666667
9/30/16,0.0030154162086546,-0.0215130360450206,-0.0376397339748125,0.0179907577388112,0.00166666666666667
10/31/16,-0.02156556211412,0.00072801397786848,-0.0308778120864579,0.00726313956669911,0.00166666666666667
11/30/16,0.040542751550675,0.133160926495533,-0.0421281545541901,-0.0420051858254106,0.000833333333333333
12/30/16,0.018772181123495,-0.0648627654065251,0.128247096092925,0.0213563953188638,0.0025
1/31/17,0.022173043340445,-0.107296137339056,0.178950816603491,0.0350053631143921,0.00333333333333333
2/28/17,0.032623436301947,-0.0801165833857548,-0.00770055174056283,0.0301637425474586,0.00333333333333333
3/31/17,0.0020642045419663,-0.0609154330440701,0.113244529781191,0.00339673109014949,0.0025
4/28/17,0.00965675432235,0.0119586881681464,0.128530362917715,0.0904930408115121,0.00416666666666667
5/31/17,0.0093348817899823,-0.00182932894682575,0.0857770560703028,0.0676783628261153,0.005
6/30/17,0.0095796501263976,-0.0518585675430644,0.0604087856661095,-0.0581608566594738,0.005
7/31/17,0.020293708890677,0.0837636259323007,-0.105472746882,0.0170166078650718,0.00583333333333333
8/31/17,0.0015934327384457,-0.0270690402225214,0.100256592574273,0.0103014278159703,0.0075
9/29/17,0.02375789731741,0.0821566110397947,-0.0415847148075302,0.0193459235375404,0.0075
10/31/17,0.019294260069728,0.000508388408744231,-0.0280562884784521,0.0609210039847183,0.0075
11/30/17,0.027259547263384,0.0250345461933568,-0.0684100986336078,0.00302989235653994,0.00666666666666667
